Name,Source_ID,Alias1,Date_Drilled,Depth_Reference,El_DR_masl,Elev_Method,Total_Depth_m,E_10TM83,N_10TM83,Lat_NAD83,Long_NAD83,Source_CRS,Drilling_Company,Drilling_Method,Driller,Logger,Owner,Well_Presence,Spatial_Precision,Georef,Folder,LogPDF,Purpose,Comment
105,1,,19640904,ground surface,713,SRTM DEM,16.46,646726,5942127,53.628735,-112.780247,DLS description,Mobile Augers and Research Ltd.,"Not stated on logs. Assume hollow stem auger, as Shelby tube samples were taken and some SPT testing described.",no data,A.A.,,No well present,60,,1_ElkIsland\,Litholog_105.pdf,geology testhole,Only the logger's initials are on the log. No location on log; position taken from map
106,1,,19640727,ground surface,735,SRTM DEM,25.91,645110,5942116,53.629088,-112.804675,DLS description,Mobile Augers and Research Ltd.,"Not stated on logs. Assume hollow stem auger, as Shelby tube samples were taken and some SPT testing described.",no data,A.A.,,No well present,60,,1_ElkIsland\,Litholog_106.pdf,geology testhole,Only the logger's initials are on the log.
108,1,,19640720,ground surface,727,SRTM DEM,21.34,648305,5943818,53.64348,-112.755569,DLS description,Mobile Augers and Research Ltd.,"Not stated on logs. Assume hollow stem auger, as Shelby tube samples were taken and some SPT testing described.",no data,A.A.,,No well present,60,,1_ElkIsland\,Litholog_108.pdf,geology testhole,Only the logger's initials are on the log.
109,1,,19640819,ground surface,725,SRTM DEM,22.56,649908,5943867,53.643464,-112.731303,DLS description,Mobile Augers and Research Ltd.,"Not stated on logs. Assume hollow stem auger, as Shelby tube samples were taken and some SPT testing described.",no data,A.A.,,No well present,60,,1_ElkIsland\,Litholog_109.pdf,geology testhole,Only the logger's initials are on the log.
110,1,,19640620,ground surface,681,SRTM DEM,2.74,653192,5943973,53.643466,-112.681596,DLS description,Mobile Augers and Research Ltd.,"Not stated on logs. Assume hollow stem auger, as Shelby tube samples were taken and some SPT testing described.",no data,A.A.,,No well present,60,,1_ElkIsland\,Litholog_110.pdf,geology testhole,Only the logger's initials are on the log.
111,1,,19640606,ground surface,705,SRTM DEM,10.36,651541,5943927,53.643533,-112.706583,DLS description,Mobile Augers and Research Ltd.,"Not stated on logs. Assume hollow stem auger, as Shelby tube samples were taken and some SPT testing described.",no data,A.A.,,No well present,60,,1_ElkIsland\,Litholog_111.pdf,geology testhole,Only the logger's initials are on the log. Map and log locations disagree; used map position.
112,1,,19640615,ground surface,672,SRTM DEM,4.27,654797,5944032,53.643529,-112.657306,DLS description,Mobile Augers and Research Ltd.,"Not stated on logs. Assume hollow stem auger, as Shelby tube samples were taken and some SPT testing described.",no data,A.A.,,No well present,60,,1_ElkIsland\,Litholog_112.pdf,geology testhole,Only the logger's initials are on the log.
113,1,,19640615,ground surface,671,SRTM DEM,2.74,656424,5944186,53.644425,-112.632621,DLS description,Mobile Augers and Research Ltd.,"Not stated on logs. Assume hollow stem auger, as Shelby tube samples were taken and some SPT testing described.",no data,A.A.,,No well present,60,,1_ElkIsland\,Litholog_113.pdf,geology testhole,Only the logger's initials are on the log.
114,1,,19640608,ground surface,668,SRTM DEM,3.96,658053,5944145,53.643569,-112.608017,DLS description,Mobile Augers and Research Ltd.,"Not stated on logs. Assume hollow stem auger, as Shelby tube samples were taken and some SPT testing described.",no data,A.A.,,No well present,60,,1_ElkIsland\,Litholog_114.pdf,geology testhole,Only the logger's initials are on the log.
115,1,,19640608,ground surface,670,SRTM DEM,2.44,659679,5944204,53.643603,-112.583393,DLS description,Mobile Augers and Research Ltd.,"Not stated on logs. Assume hollow stem auger, as Shelby tube samples were taken and some SPT testing described.",no data,A.A.,,No well present,60,,1_ElkIsland\,Litholog_115.pdf,geology testhole,Only the logger's initials are on the log.
116,1,,19640609,ground surface,671,SRTM DEM,4.27,661312,5944125,53.642395,-112.558745,DLS description,Mobile Augers and Research Ltd.,"Not stated on logs. Assume hollow stem auger, as Shelby tube samples were taken and some SPT testing described.",no data,A.A.,,No well present,60,,1_ElkIsland\,Litholog_116.pdf,geology testhole,Only the logger's initials are on the log.
117,1,,19640609,ground surface,667,SRTM DEM,2.74,662941,5944307,53.643521,-112.534033,DLS description,Mobile Augers and Research Ltd.,"Not stated on logs. Assume hollow stem auger, as Shelby tube samples were taken and some SPT testing described.",no data,A.A.,,No well present,60,,1_ElkIsland\,Litholog_117.pdf,geology testhole,Only the logger's initials are on the log.
118,1,,19640604,ground surface,675,SRTM DEM,2.74,664566,5944504,53.644787,-112.509351,DLS description,Mobile Augers and Research Ltd.,"Not stated on logs. Assume hollow stem auger, as Shelby tube samples were taken and some SPT testing described.",no data,L.A.B.,,No well present,60,,1_ElkIsland\,Litholog_118.pdf,geology testhole,"Only the logger's initials are on the log. Assume ""L.A.B."" is Bayrock."
119,1,,19640604,ground surface,684,SRTM DEM,7.32,664512,5945978,53.658038,-112.509387,DLS description,Mobile Augers and Research Ltd.,"Not stated on logs. Assume hollow stem auger, as Shelby tube samples were taken and some SPT testing described.",no data,L.A.B.,,No well present,60,,1_ElkIsland\,Litholog_119.pdf,geology testhole,"Only the logger's initials are on the log. Assume ""L.A.B."" is Bayrock."
120,1,,19640604,ground surface,672,SRTM DEM,4.27,662885,5945910,53.657936,-112.53403,DLS description,Mobile Augers and Research Ltd.,"Not stated on logs. Assume hollow stem auger, as Shelby tube samples were taken and some SPT testing described.",no data,L.A.B.,,No well present,60,,1_ElkIsland\,Litholog_120.pdf,geology testhole,"Only the logger's initials are on the log. Assume ""L.A.B."" is Bayrock."
121,1,,19640608,ground surface,664,SRTM DEM,2.44,661260,5945860,53.657997,-112.558643,DLS description,Mobile Augers and Research Ltd.,"Not stated on logs. Assume hollow stem auger, as Shelby tube samples were taken and some SPT testing described.",no data,A.A.,,No well present,60,,1_ElkIsland\,Litholog_121.pdf,geology testhole,Only the logger's initials are on the log.
122,1,,19640608,ground surface,667,SRTM DEM,3.96,659629,5945832,53.658243,-112.583313,DLS description,Mobile Augers and Research Ltd.,"Not stated on logs. Assume hollow stem auger, as Shelby tube samples were taken and some SPT testing described.",no data,A.A.,,No well present,60,,1_ElkIsland\,Litholog_122.pdf,geology testhole,Only the logger's initials are on the log.
123,1,,19640608,ground surface,665,SRTM DEM,3.96,657999,5945774,53.658217,-112.608009,DLS description,Mobile Augers and Research Ltd.,"Not stated on logs. Assume hollow stem auger, as Shelby tube samples were taken and some SPT testing described.",no data,A.A.,,No well present,60,,1_ElkIsland\,Litholog_123.pdf,geology testhole,Only the logger's initials are on the log.
124,1,,19640615,ground surface,671,SRTM DEM,4.27,656371,5945717,53.658198,-112.632661,DLS description,Mobile Augers and Research Ltd.,"Not stated on logs. Assume hollow stem auger, as Shelby tube samples were taken and some SPT testing described.",no data,A.A.,,No well present,60,,1_ElkIsland\,Litholog_124.pdf,geology testhole,Only the logger's initials are on the log.
125,1,,19640615,ground surface,669,SRTM DEM,12.5,654742,5945639,53.657981,-112.657335,DLS description,Mobile Augers and Research Ltd.,"Not stated on logs. Assume hollow stem auger, as Shelby tube samples were taken and some SPT testing described.",no data,A.A.,,No well present,60,,1_ElkIsland\,Litholog_125.pdf,geology testhole,Only the logger's initials are on the log.
126,1,,19640603,ground surface,674,SRTM DEM,5.49,653114,5945603,53.658136,-112.681969,DLS description,Mobile Augers and Research Ltd.,"Not stated on logs. Assume hollow stem auger, as Shelby tube samples were taken and some SPT testing described.",no data,A.A.,,No well present,60,,1_ElkIsland\,Litholog_126.pdf,geology testhole,Only the logger's initials are on the log.
127,1,,19640610,ground surface,691,SRTM DEM,5.79,651498,5945537,53.658017,-112.706449,DLS description,Mobile Augers and Research Ltd.,"Not stated on logs. Assume hollow stem auger, as Shelby tube samples were taken and some SPT testing described.",no data,A.A.,,No well present,60,,1_ElkIsland\,Litholog_127.pdf,geology testhole,Only the logger's initials are on the log. Map and log locations disagree; used map position.
128,1,,19640610,ground surface,726,SRTM DEM,21.03,649837,5945479,53.657974,-112.731597,DLS description,Mobile Augers and Research Ltd.,"Not stated on logs. Assume hollow stem auger, as Shelby tube samples were taken and some SPT testing described.",no data,A.A.,,No well present,60,,1_ElkIsland\,Litholog_128.pdf,geology testhole,Only the logger's initials are on the log.
132,1,,19640713,ground surface,734,SRTM DEM,30.48,648230,5947048,53.67253,-112.755157,DLS description,Mobile Augers and Research Ltd.,"Not stated on logs. Assume hollow stem auger, as Shelby tube samples were taken and some SPT testing described.",no data,A.A.,,No well present,60,,1_ElkIsland\,Litholog_132.pdf,geology testhole,Only the logger's initials are on the log. Map and log locations disagree by one mile; used map position.
133,1,,19640605,ground surface,706,SRTM DEM,22.56,649819,5947246,53.67385,-112.731015,DLS description,Mobile Augers and Research Ltd.,"Not stated on logs. Assume hollow stem auger, as Shelby tube samples were taken and some SPT testing described.",no data,A.A.,,No well present,60,,1_ElkIsland\,Litholog_133.pdf,geology testhole,Only the logger's initials are on the log.
134,1,,19640603,ground surface,674,SRTM DEM,3.96,653060,5947213,53.672621,-112.681992,DLS description,Mobile Augers and Research Ltd.,"Not stated on logs. Assume hollow stem auger, as Shelby tube samples were taken and some SPT testing described.",no data,A.A.,,No well present,60,,1_ElkIsland\,Litholog_134.pdf,geology testhole,Only the logger's initials are on the log.
135,1,,19640615,ground surface,671,SRTM DEM,2.74,654706,5947273,53.672669,-112.657059,DLS description,Mobile Augers and Research Ltd.,"Not stated on logs. Assume hollow stem auger, as Shelby tube samples were taken and some SPT testing described.",no data,A.A.,,No well present,60,,1_ElkIsland\,Litholog_135.pdf,geology testhole,Only the logger's initials are on the log.
136,1,,19640615,ground surface,667,SRTM DEM,5.79,656317,5947328,53.672689,-112.632653,DLS description,Mobile Augers and Research Ltd.,"Not stated on logs. Assume hollow stem auger, as Shelby tube samples were taken and some SPT testing described.",no data,A.A.,,No well present,60,,1_ElkIsland\,Litholog_136.pdf,geology testhole,Only the logger's initials are on the log.
137,1,,19640608,ground surface,665,SRTM DEM,8.53,657973,5947386,53.672712,-112.607577,DLS description,Mobile Augers and Research Ltd.,"Not stated on logs. Assume hollow stem auger, as Shelby tube samples were taken and some SPT testing described.",no data,A.A.,,No well present,60,,1_ElkIsland\,Litholog_137.pdf,geology testhole,Only the logger's initials are on the log.
138,1,,19640608,ground surface,664,SRTM DEM,2.44,659599,5947443,53.672727,-112.582951,DLS description,Mobile Augers and Research Ltd.,"Not stated on logs. Assume hollow stem auger, as Shelby tube samples were taken and some SPT testing described.",no data,A.A.,,No well present,60,,1_ElkIsland\,Litholog_138.pdf,geology testhole,Only the logger's initials are on the log. Map and log locations disagree; used map position.
139,1,,19640609,ground surface,668,SRTM DEM,4.27,661207,5947493,53.672684,-112.558584,DLS description,Mobile Augers and Research Ltd.,"Not stated on logs. Assume hollow stem auger, as Shelby tube samples were taken and some SPT testing described.",no data,A.A.,,No well present,60,,1_ElkIsland\,Litholog_139.pdf,geology testhole,Only the logger's initials are on the log.
140,1,,19640604,ground surface,676,SRTM DEM,13.41,662854,5947544,53.672628,-112.533642,DLS description,Mobile Augers and Research Ltd.,"Not stated on logs. Assume hollow stem auger, as Shelby tube samples were taken and some SPT testing described.",no data,L.A.B.,,No well present,60,,1_ElkIsland\,Litholog_140.pdf,geology testhole,"Only the logger's initials are on the log. Assume ""L.A.B."" is Bayrock."
141,1,,19640604,ground surface,693,SRTM DEM,14.94,664475,5947609,53.672705,-112.509083,DLS description,Mobile Augers and Research Ltd.,"Not stated on logs. Assume hollow stem auger, as Shelby tube samples were taken and some SPT testing described.",no data,L.A.B.,,No well present,60,,1_ElkIsland\,Litholog_141.pdf,geology testhole,"Only the logger's initials are on the log. Assume ""L.A.B."" is Bayrock. Map and log locations disagree; used map position."
142,1,,19640704,ground surface,693,SRTM DEM,28.04,664418,5949220,53.687198,-112.509098,DLS description,Mobile Augers and Research Ltd.,"Not stated on logs. Assume hollow stem auger, as Shelby tube samples were taken and some SPT testing described.",no data,A.A.,,No well present,60,,1_ElkIsland\,Litholog_142.pdf,geology testhole,Only the logger's initials are on the log.
143,1,,19640609,ground surface,679,SRTM DEM,22.56,662800,5949152,53.68709,-112.533616,DLS description,Mobile Augers and Research Ltd.,"Not stated on logs. Assume hollow stem auger, as Shelby tube samples were taken and some SPT testing described.",no data,A.A.,,No well present,60,,1_ElkIsland\,Litholog_143.pdf,geology testhole,Only the logger's initials are on the log. Map and log locations disagree; used map position.
144,1,,19640609,ground surface,670,SRTM DEM,7.32,661153,5949101,53.687148,-112.558573,DLS description,Mobile Augers and Research Ltd.,"Not stated on logs. Assume hollow stem auger, as Shelby tube samples were taken and some SPT testing described.",no data,A.A.,,No well present,60,,1_ElkIsland\,Litholog_144.pdf,geology testhole,Only the logger's initials are on the log.
145,1,,19640608,ground surface,663,SRTM DEM,14.63,659528,5949052,53.687206,-112.583188,DLS description,Mobile Augers and Research Ltd.,"Not stated on logs. Assume hollow stem auger, as Shelby tube samples were taken and some SPT testing described.",no data,A.A.,,No well present,60,,1_ElkIsland\,Litholog_145.pdf,geology testhole,Only the logger's initials are on the log.
146,1,,19640608,ground surface,670,SRTM DEM,5.49,657924,5949020,53.687405,-112.607479,DLS description,Mobile Augers and Research Ltd.,"Not stated on logs. Assume hollow stem auger, as Shelby tube samples were taken and some SPT testing described.",no data,A.A.,,No well present,60,,1_ElkIsland\,Litholog_146.pdf,geology testhole,Only the logger's initials are on the log.
147,1,,19640608,ground surface,666,SRTM DEM,3.96,656279,5948940,53.687178,-112.632417,DLS description,Mobile Augers and Research Ltd.,"Not stated on logs. Assume hollow stem auger, as Shelby tube samples were taken and some SPT testing described.",no data,A.A.,,No well present,60,,1_ElkIsland\,Litholog_147.pdf,geology testhole,Only the logger's initials are on the log.
148,1,,19640615,ground surface,668,SRTM DEM,2.74,654627,5948886,53.687187,-112.657451,DLS description,Mobile Augers and Research Ltd.,"Not stated on logs. Assume hollow stem auger, as Shelby tube samples were taken and some SPT testing described.",no data,A.A.,,No well present,60,,1_ElkIsland\,Litholog_148.pdf,geology testhole,Only the logger's initials are on the log.
149,1,,19640603,ground surface,672,SRTM DEM,3.96,653004,5948843,53.687278,-112.682045,DLS description,Mobile Augers and Research Ltd.,"Not stated on logs. Assume hollow stem auger, as Shelby tube samples were taken and some SPT testing described.",no data,A.A.,,No well present,60,,1_ElkIsland\,Litholog_149.pdf,geology testhole,Only the logger's initials are on the log.
150,1,,19640603,ground surface,678,SRTM DEM,3.96,651378,5948901,53.688273,-112.706628,DLS description,Mobile Augers and Research Ltd.,"Not stated on logs. Assume hollow stem auger, as Shelby tube samples were taken and some SPT testing described.",no data,A.A.,,No well present,60,,1_ElkIsland\,Litholog_150.pdf,geology testhole,Only the logger's initials are on the log.
151,1,,19640603,ground surface,682,SRTM DEM,3.96,649738,5948728,53.687193,-112.731539,DLS description,Mobile Augers and Research Ltd.,"Not stated on logs. Assume hollow stem auger, as Shelby tube samples were taken and some SPT testing described.",no data,L.A.B.,,No well present,60,,1_ElkIsland\,Litholog_151.pdf,geology testhole,"Only the logger's initials are on the log. Assume ""L.A.B."" is Bayrock."
153,1,,19640715,ground surface,730,SRTM DEM,24.38,646500,5948449,53.685604,-112.780676,DLS description,Mobile Augers and Research Ltd.,"Not stated on logs. Assume hollow stem auger, as Shelby tube samples were taken and some SPT testing described.",no data,A.A.,,No well present,60,,1_ElkIsland\,Litholog_153.pdf,geology testhole,Only the logger's initials are on the log.
155,1,,19640713,ground surface,702,SRTM DEM,22.86,648081,5950314,53.70191,-112.755853,DLS description,Mobile Augers and Research Ltd.,"Not stated on logs. Assume hollow stem auger, as Shelby tube samples were taken and some SPT testing described.",no data,A.A.,,No well present,60,,1_ElkIsland\,Litholog_155.pdf,geology testhole,Only the logger's initials are on the log.
156,1,,19640603,ground surface,672,SRTM DEM,3.96,649705,5950361,53.701874,-112.731246,DLS description,Mobile Augers and Research Ltd.,"Not stated on logs. Assume hollow stem auger, as Shelby tube samples were taken and some SPT testing described.",no data,L.A.B.,,No well present,60,,1_ElkIsland\,Litholog_156.pdf,geology testhole,"Only the logger's initials are on the log. Assume ""L.A.B."" is Bayrock."
157,1,,19640603,ground surface,665,SRTM DEM,3.96,651328,5950414,53.701882,-112.706637,DLS description,Mobile Augers and Research Ltd.,"Not stated on logs. Assume hollow stem auger, as Shelby tube samples were taken and some SPT testing described.",no data,L.A.B.,,No well present,60,,1_ElkIsland\,Litholog_157.pdf,geology testhole,"Only the logger's initials are on the log. Assume ""L.A.B."" is Bayrock. Map and log locations disagree; used map position."
158,1,,19640603,ground surface,663,SRTM DEM,2.74,652967,5950454,53.701766,-112.681798,DLS description,Mobile Augers and Research Ltd.,"Not stated on logs. Assume hollow stem auger, as Shelby tube samples were taken and some SPT testing described.",no data,L.A.B.,,No well present,60,,1_ElkIsland\,Litholog_158.pdf,geology testhole,"Only the logger's initials are on the log. Assume ""L.A.B."" is Bayrock."
159,1,,19640603,ground surface,665,SRTM DEM,2.44,654570,5950704,53.703539,-112.657411,DLS description,Mobile Augers and Research Ltd.,"Not stated on logs. Assume hollow stem auger, as Shelby tube samples were taken and some SPT testing described.",no data,L.A.B.,,No well present,60,,1_ElkIsland\,Litholog_159.pdf,geology testhole,"Only the logger's initials are on the log. Assume ""L.A.B."" is Bayrock."
160,1,,19640615,ground surface,667,SRTM DEM,2.74,656204,5950571,53.701851,-112.632739,DLS description,Mobile Augers and Research Ltd.,"Not stated on logs. Assume hollow stem auger, as Shelby tube samples were taken and some SPT testing described.",no data,A.A.,,No well present,60,,1_ElkIsland\,Litholog_160.pdf,geology testhole,Only the logger's initials are on the log. Map and log locations disagree; used map position.
161,1,,19640609,ground surface,664,SRTM DEM,4.27,657873,5950628,53.701865,-112.607437,DLS description,Mobile Augers and Research Ltd.,"Not stated on logs. Assume hollow stem auger, as Shelby tube samples were taken and some SPT testing described.",no data,A.A.,,No well present,60,,1_ElkIsland\,Litholog_161.pdf,geology testhole,Only the logger's initials are on the log.
162,1,,19640609,ground surface,669,SRTM DEM,4.27,659474,5950683,53.701869,-112.583166,DLS description,Mobile Augers and Research Ltd.,"Not stated on logs. Assume hollow stem auger, as Shelby tube samples were taken and some SPT testing described.",no data,A.A.,,No well present,60,,1_ElkIsland\,Litholog_162.pdf,geology testhole,Only the logger's initials are on the log.
163,1,,19640609,ground surface,673,SRTM DEM,14.94,661122,5950727,53.701763,-112.558201,DLS description,Mobile Augers and Research Ltd.,"Not stated on logs. Assume hollow stem auger, as Shelby tube samples were taken and some SPT testing described.",no data,A.A.,,No well present,60,,1_ElkIsland\,Litholog_163.pdf,geology testhole,Only the logger's initials are on the log.
164,1,,19640713,ground surface,687,SRTM DEM,21.34,662727,5950781,53.701744,-112.533863,DLS description,Mobile Augers and Research Ltd.,"Not stated on logs. Assume hollow stem auger, as Shelby tube samples were taken and some SPT testing described.",no data,A.A.,,No well present,60,,1_ElkIsland\,Litholog_164.pdf,geology testhole,Only the logger's initials are on the log.
165,1,,19640703,ground surface,692,SRTM DEM,28.04,664360,5950852,53.701871,-112.509111,DLS description,Mobile Augers and Research Ltd.,"Not stated on logs. Assume hollow stem auger, as Shelby tube samples were taken and some SPT testing described.",no data,A.A.,,No well present,60,,1_ElkIsland\,Litholog_165.pdf,geology testhole,Only the logger's initials are on the log.
166,1,,19640630,ground surface,682,SRTM DEM,30.48,664283,5952425,53.716032,-112.509433,DLS description,Mobile Augers and Research Ltd.,"Not stated on logs. Assume hollow stem auger, as Shelby tube samples were taken and some SPT testing described.",no data,A.A.,,No well present,60,,1_ElkIsland\,Litholog_166.pdf,geology testhole,Only the logger's initials are on the log. Log description vague; used map position.
170,1,,19640630,ground surface,686,SRTM DEM,30.48,662667,5952373,53.716072,-112.533935,DLS description,Mobile Augers and Research Ltd.,"Not stated on logs. Assume hollow stem auger, as Shelby tube samples were taken and some SPT testing described.",no data,A.A.,,No well present,60,,1_ElkIsland\,Litholog_170.pdf,geology testhole,Only the logger's initials are on the log. Position taken off map; log is vague.
173,1,,19640702,ground surface,675,SRTM DEM,10.97,661052,5952321,53.716106,-112.558426,DLS description,Mobile Augers and Research Ltd.,"Not stated on logs. Assume hollow stem auger, as Shelby tube samples were taken and some SPT testing described.",no data,A.A.,,No well present,60,,1_ElkIsland\,Litholog_173.pdf,geology testhole,Only the logger's initials are on the log.
176,1,,19640702,ground surface,668,SRTM DEM,13.41,659424,5952274,53.716182,-112.583112,DLS description,Mobile Augers and Research Ltd.,"Not stated on logs. Assume hollow stem auger, as Shelby tube samples were taken and some SPT testing described.",no data,A.A.,,No well present,60,,1_ElkIsland\,Litholog_176.pdf,geology testhole,Only the logger's initials are on the log.
179,1,,19640702,ground surface,665,SRTM DEM,13.41,657790,5952219,53.716185,-112.607887,DLS description,Mobile Augers and Research Ltd.,"Not stated on logs. Assume hollow stem auger, as Shelby tube samples were taken and some SPT testing described.",no data,A.A.,,No well present,60,,1_ElkIsland\,Litholog_179.pdf,geology testhole,Only the logger's initials are on the log.
182,1,,19640702,ground surface,664,SRTM DEM,5.49,656156,5952164,53.716182,-112.632663,DLS description,Mobile Augers and Research Ltd.,"Not stated on logs. Assume hollow stem auger, as Shelby tube samples were taken and some SPT testing described.",no data,A.A.,,No well present,60,,1_ElkIsland\,Litholog_182.pdf,geology testhole,Only the logger's initials are on the log. Map and log locations disagree; used map position.
185,1,,19640702,ground surface,657,SRTM DEM,5.79,654532,5952114,53.716218,-112.657282,DLS description,Mobile Augers and Research Ltd.,"Not stated on logs. Assume hollow stem auger, as Shelby tube samples were taken and some SPT testing described.",no data,A.A.,,No well present,60,,1_ElkIsland\,Litholog_185.pdf,geology testhole,Only the logger's initials are on the log. Map and log locations disagree; used map position.
186,1,,19640603,ground surface,658,SRTM DEM,3.96,652884,5952059,53.716212,-112.682273,DLS description,Mobile Augers and Research Ltd.,"Not stated on logs. Assume hollow stem auger, as Shelby tube samples were taken and some SPT testing described.",no data,A.A.,,No well present,60,,1_ElkIsland\,Litholog_186.pdf,geology testhole,Only the logger's initials are on the log.
187,1,,19640603,ground surface,660,SRTM DEM,3.96,651277,5952012,53.716249,-112.706637,DLS description,Mobile Augers and Research Ltd.,"Not stated on logs. Assume hollow stem auger, as Shelby tube samples were taken and some SPT testing described.",no data,L.A.B.,,No well present,60,,1_ElkIsland\,Litholog_187.pdf,geology testhole,"Only the logger's initials are on the log. Assume ""L.A.B."" is Bayrock. Map and log locations disagree; used map position."
188,1,,19640603,ground surface,664,SRTM DEM,3.96,649653,5951961,53.716267,-112.731263,DLS description,Mobile Augers and Research Ltd.,"Not stated on logs. Assume hollow stem auger, as Shelby tube samples were taken and some SPT testing described.",no data,L.A.B.,,No well present,60,,1_ElkIsland\,Litholog_188.pdf,geology testhole,"Only the logger's initials are on the log. Assume ""L.A.B."" is Bayrock."
189,1,,19640603,ground surface,674,SRTM DEM,3.96,648031,5951917,53.716332,-112.755844,DLS description,Mobile Augers and Research Ltd.,"Not stated on logs. Assume hollow stem auger, as Shelby tube samples were taken and some SPT testing described.",no data,L.A.B.,,No well present,60,,1_ElkIsland\,Litholog_189.pdf,geology testhole,"Only the logger's initials are on the log. Assume ""L.A.B."" is Bayrock."
190,1,,19640619,ground surface,694,SRTM DEM,2.44,646722,5951877,53.716339,-112.775689,DLS description,Mobile Augers and Research Ltd.,"Not stated on logs. Assume hollow stem auger, as Shelby tube samples were taken and some SPT testing described.",no data,A.A.,,No well present,60,,1_ElkIsland\,Litholog_190.pdf,geology testhole,Only the logger's initials are on the log.
133x,1,,19640611,ground surface,677,SRTM DEM,11.28,651416,5947167,53.672683,-112.706897,DLS description,Mobile Augers and Research Ltd.,"Not stated on logs. Assume hollow stem auger, as Shelby tube samples were taken and some SPT testing described.",no data,A.A.,,No well present,60,,1_ElkIsland\,Litholog_133x.pdf,geology testhole,Only the logger's initials are on the log.
152_redrill,1,,19640727,ground surface,728,SRTM DEM,25.3,648113,5948676,53.687185,-112.756153,DLS description,Mobile Augers and Research Ltd.,"Not stated on logs. Assume hollow stem auger, as Shelby tube samples were taken and some SPT testing described.",no data,A.A.,,No well present,60,,1_ElkIsland\,Litholog_152_redrill.pdf,geology testhole,Only the logger's initials are on the log.
